time,open,high,low,close,tick_volume,spread,real_volume
2024-12-02 16:35:00,138.64,139.52,138.64,139.31,95,2,0
2024-12-02 16:36:00,139.35,139.61,139.33,139.41,90,2,0
2024-12-02 16:37:00,139.46,139.64,139.38,139.52,89,2,0
2024-12-02 16:38:00,139.51,139.87,139.46,139.85,83,2,0
2024-12-02 16:39:00,139.87,139.9,139.63,139.9,76,2,0
2024-12-02 16:40:00,139.9,140.3,139.9,140.3,81,1,0
2024-12-02 16:41:00,140.29,140.37,140.12,140.12,72,2,0
2024-12-02 16:42:00,140.13,140.19,139.88,140.16,81,2,0
2024-12-02 16:43:00,140.16,140.25,139.95,140.03,77,2,0
2024-12-02 16:44:00,140.02,140.02,139.81,139.91,73,2,0
2024-12-02 16:45:00,139.95,140.08,139.8,139.82,66,2,0
2024-12-02 16:46:00,139.86,139.87,139.54,139.62,80,2,0
2024-12-02 16:47:00,139.66,139.82,139.51,139.7,81,2,0
2024-12-02 16:48:00,139.69,140.02,139.63,139.92,66,2,0
2024-12-02 16:49:00,139.92,140.2,139.76,140.2,74,2,0
2024-12-02 16:50:00,140.21,140.41,140.01,140.02,81,2,0
2024-12-02 16:51:00,140.03,140.06,139.81,140.0,83,2,0
2024-12-02 16:52:00,140.02,140.08,139.94,139.99,72,3,0
2024-12-02 16:53:00,139.98,140.09,139.86,140.03,71,2,0
2024-12-02 16:54:00,140.0,140.2,139.99,140.11,64,2,0
2024-12-02 16:55:00,140.07,140.07,139.69,139.85,71,1,0
2024-12-02 16:56:00,139.83,139.87,139.59,139.71,70,2,0
2024-12-02 16:57:00,139.73,139.73,139.44,139.48,75,1,0
2024-12-02 16:58:00,139.47,139.7,139.34,139.69,70,1,0
2024-12-02 16:59:00,139.69,139.83,139.67,139.83,51,2,0
2024-12-02 17:00:00,139.86,140.11,139.72,140.02,75,2,0
2024-12-02 17:01:00,140.02,140.1,139.88,139.95,76,2,0
2024-12-02 17:02:00,139.95,140.04,139.76,139.96,68,2,0
2024-12-02 17:03:00,139.99,140.16,139.99,140.07,76,2,0
2024-12-02 17:04:00,140.05,140.08,139.91,139.97,62,2,0
2024-12-02 17:05:00,139.97,140.04,139.89,139.97,65,2,0
2024-12-02 17:06:00,139.98,139.98,139.73,139.94,62,1,0
2024-12-02 17:07:00,139.92,140.0,139.85,139.91,62,2,0
2024-12-02 17:08:00,139.89,139.98,139.81,139.84,68,2,0
2024-12-02 17:09:00,139.88,139.9,139.8,139.84,53,2,0
2024-12-02 17:10:00,139.89,139.97,139.75,139.97,69,2,0
2024-12-02 17:11:00,139.97,139.99,139.86,139.98,51,1,0
2024-12-02 17:12:00,139.95,139.98,139.88,139.93,52,2,0
2024-12-02 17:13:00,139.93,140.09,139.9,139.9,56,1,0
2024-12-02 17:14:00,139.9,140.14,139.9,140.14,63,1,0
2024-12-02 17:15:00,140.18,140.33,139.98,139.98,72,1,0
2024-12-02 17:16:00,139.98,139.99,139.9,139.97,54,2,0
2024-12-02 17:17:00,139.98,140.0,139.66,139.73,66,2,0
2024-12-02 17:18:00,139.73,139.74,139.46,139.54,64,2,0
2024-12-02 17:19:00,139.54,139.54,139.25,139.34,70,1,0
2024-12-02 17:20:00,139.34,139.38,139.15,139.32,74,2,0
2024-12-02 17:21:00,139.32,139.37,139.2,139.2,52,1,0
2024-12-02 17:22:00,139.21,139.48,139.18,139.43,66,1,0
2024-12-02 17:23:00,139.4,139.48,139.35,139.47,60,1,0
2024-12-02 17:24:00,139.46,139.55,139.4,139.46,55,2,0
2024-12-02 17:25:00,139.45,139.5,139.29,139.31,47,2,0
2024-12-02 17:26:00,139.3,139.41,139.27,139.39,69,2,0
2024-12-02 17:27:00,139.37,139.37,139.23,139.26,70,1,0
2024-12-02 17:28:00,139.25,139.37,139.23,139.28,59,2,0
2024-12-02 17:29:00,139.28,139.36,139.17,139.17,55,2,0
2024-12-02 17:30:00,139.15,139.24,138.97,138.99,70,2,0
