time,open,high,low,close,tick_volume,spread,real_volume
2024-08-01 16:35:00,223.19,223.23,222.82,222.87,68,40,0
2024-08-01 16:36:00,222.93,223.2,222.51,222.97,62,50,0
2024-08-01 16:37:00,222.96,223.17,222.57,223.13,56,30,0
2024-08-01 16:38:00,223.14,223.27,222.76,222.8,66,30,0
2024-08-01 16:39:00,222.85,223.18,222.84,222.99,56,40,0
2024-08-01 16:40:00,222.99,223.12,222.87,222.99,48,30,0
2024-08-01 16:41:00,223.03,223.17,222.87,222.89,50,20,0
2024-08-01 16:42:00,222.9,223.04,222.81,223.04,44,40,0
2024-08-01 16:43:00,223.03,223.44,223.03,223.36,56,40,0
2024-08-01 16:44:00,223.39,223.41,223.03,223.03,59,30,0
2024-08-01 16:45:00,223.04,223.47,223.04,223.33,73,30,0
2024-08-01 16:46:00,223.37,223.6,223.28,223.28,61,20,0
2024-08-01 16:47:00,223.28,223.43,223.25,223.26,56,30,0
2024-08-01 16:48:00,223.27,223.5,223.26,223.39,60,30,0
2024-08-01 16:49:00,223.44,223.55,223.11,223.11,54,30,0
2024-08-01 16:50:00,223.11,223.33,223.1,223.3,55,20,0
2024-08-01 16:51:00,223.27,223.53,223.27,223.4,40,30,0
2024-08-01 16:52:00,223.39,223.4,223.22,223.32,55,30,0
2024-08-01 16:53:00,223.32,223.7,223.32,223.45,63,20,0
2024-08-01 16:54:00,223.41,223.7,223.41,223.66,58,30,0
2024-08-01 16:55:00,223.67,223.88,223.61,223.69,62,20,0
2024-08-01 16:56:00,223.74,224.0,223.63,224.0,63,20,0
2024-08-01 16:57:00,224.01,224.19,223.95,223.99,68,20,0
2024-08-01 16:58:00,223.99,224.12,223.9,224.01,63,20,0
2024-08-01 16:59:00,224.02,224.26,224.0,224.2,55,20,0
2024-08-01 17:00:00,224.15,224.15,223.7,223.9,62,30,0
2024-08-01 17:01:00,223.83,224.03,223.69,224.03,54,20,0
2024-08-01 17:02:00,223.99,224.04,223.85,224.01,58,30,0
2024-08-01 17:03:00,224.0,224.05,223.9,223.91,47,20,0
2024-08-01 17:04:00,223.91,223.98,223.78,223.88,52,20,0
2024-08-01 17:05:00,223.92,224.01,223.79,223.79,68,30,0
2024-08-01 17:06:00,223.77,223.81,223.4,223.4,59,20,0
2024-08-01 17:07:00,223.41,223.45,223.13,223.26,66,20,0
2024-08-01 17:08:00,223.28,223.72,223.28,223.54,53,20,0
2024-08-01 17:09:00,223.54,223.54,222.98,223.01,65,20,0
2024-08-01 17:10:00,222.99,223.3,222.91,223.02,61,30,0
2024-08-01 17:11:00,223.01,223.35,222.98,223.25,63,30,0
2024-08-01 17:12:00,223.32,223.54,223.18,223.27,58,30,0
2024-08-01 17:13:00,223.3,223.56,223.27,223.5,54,30,0
2024-08-01 17:14:00,223.5,223.57,223.11,223.12,58,20,0
2024-08-01 17:15:00,223.12,223.22,223.08,223.22,52,30,0
2024-08-01 17:16:00,223.21,223.35,223.0,223.01,56,30,0
2024-08-01 17:17:00,223.0,223.01,222.7,222.83,50,20,0
2024-08-01 17:18:00,222.82,222.86,222.58,222.68,55,30,0
2024-08-01 17:19:00,222.69,222.7,222.46,222.6,61,20,0
2024-08-01 17:20:00,222.6,222.8,222.56,222.59,68,30,0
2024-08-01 17:21:00,222.59,222.6,222.36,222.53,44,20,0
2024-08-01 17:22:00,222.54,222.55,222.09,222.17,64,20,0
2024-08-01 17:23:00,222.16,222.24,222.0,222.01,53,20,0
2024-08-01 17:24:00,221.99,222.15,221.82,221.96,65,30,0
2024-08-01 17:25:00,222.03,222.14,221.97,222.01,68,20,0
2024-08-01 17:26:00,222.0,222.09,221.69,222.09,66,20,0
2024-08-01 17:27:00,222.09,222.09,221.81,221.82,54,30,0
2024-08-01 17:28:00,221.82,221.86,221.71,221.73,61,20,0
2024-08-01 17:29:00,221.75,221.75,221.22,221.22,63,30,0
2024-08-01 17:30:00,221.23,221.44,221.12,221.18,76,30,0
2024-08-01 17:31:00,221.13,221.16,220.91,221.07,69,30,0
2024-08-01 17:32:00,221.07,221.33,221.05,221.21,61,30,0
2024-08-01 17:33:00,221.21,221.38,221.18,221.26,61,20,0
2024-08-01 17:34:00,221.26,221.61,221.26,221.56,63,20,0
2024-08-01 17:35:00,221.57,221.61,221.1,221.16,65,30,0
2024-08-01 17:36:00,221.15,221.21,220.63,220.8,59,20,0
2024-08-01 17:37:00,220.88,221.25,220.84,221.1,67,30,0
2024-08-01 17:38:00,221.15,221.39,221.14,221.21,74,30,0
2024-08-01 17:39:00,221.26,221.26,220.99,221.01,57,30,0
2024-08-01 17:40:00,221.01,221.39,221.01,221.36,55,30,0
2024-08-01 17:41:00,221.32,221.43,221.21,221.43,53,20,0
2024-08-01 17:42:00,221.41,221.64,221.36,221.42,59,20,0
2024-08-01 17:43:00,221.42,221.52,221.21,221.22,61,30,0
